STN_CODE,Sampling_date,State,Location,Type,SO2,NO2
790,6/8/2021,Andhra Pradesh,Hyderabad,Training,12.8,64.9
791,4/12/2021,Andhra Pradesh,Hyderabad,Support,46.7,18.2
792,4/1/2021,Andhra Pradesh,Hyderabad,Support,7.1,19.2
793,12/28/2020,Andhra Pradesh,Hyderabad,Sales,48.2,38.8
794,9/11/2021,Andhra Pradesh,Hyderabad,Legal,87.7,32.3
795,7/6/2021,Andhra Pradesh,Hyderabad,Accounting,67.0,32.7
796,1/14/2021,Gujarat,SURAT,Support,10.2,18.6
797,6/15/2021,Andhra Pradesh,Hyderabad,Support,59.8,91.2
798,5/14/2021,Andhra Pradesh,Hyderabad,Training,21.1,82.6
799,3/30/2021,Andhra Pradesh,Hyderabad,Engineering,6.8,46.0
800,8/9/2021,Andhra Pradesh,Hyderabad,Accounting,7.8,80.1
801,5/22/2021,Andhra Pradesh,Hyderabad,Business Development,96.5,56.4
802,1/31/2021,Gujarat,SURAT,Research and Development,15.1,76.0
803,4/24/2021,Andhra Pradesh,Hyderabad,Services,42.4,4.9
804,3/25/2021,Gujarat,SURAT,Business Development,10.8,31.8
805,9/11/2021,Andhra Pradesh,Hyderabad,Training,69.6,20.6
806,3/10/2021,Andhra Pradesh,Hyderabad,Human Resources,56.9,33.1
807,2/14/2021,Andhra Pradesh,Hyderabad,Engineering,66.4,29.9
808,3/22/2021,Andhra Pradesh,Hyderabad,Accounting,41.5,53.0
809,9/22/2020,Andhra Pradesh,Hyderabad,Services,28.6,63.7
810,5/24/2021,Gujarat,SURAT,Support,38.9,67.0
811,2/26/2021,Andhra Pradesh,Hyderabad,Sales,98.1,72.3
812,6/21/2021,Gujarat,SURAT,Business Development,94.4,12.7
813,10/12/2020,Andhra Pradesh,Hyderabad,Services,60.5,46.3
814,2/26/2021,Gujarat,SURAT,Training,16.9,34.5
815,11/9/2020,Andhra Pradesh,Hyderabad,Legal,48.8,83.0
816,2/1/2021,Andhra Pradesh,Hyderabad,Product Management,91.6,72.3
817,10/6/2020,Andhra Pradesh,Hyderabad,Legal,52.3,38.0
818,11/26/2020,Gujarat,SURAT,Support,12.8,85.7
819,12/27/2020,Gujarat,SURAT,Human Resources,31.4,82.9
820,5/7/2021,Gujarat,SURAT,Human Resources,70.7,77.9
821,5/31/2021,Andhra Pradesh,Hyderabad,Legal,77.6,21.6
822,6/3/2021,Gujarat,SURAT,Sales,43.5,14.9
823,11/30/2020,Gujarat,SURAT,Business Development,28.2,16.7
824,5/30/2021,Gujarat,SURAT,Sales,92.2,47.2
825,11/19/2020,Gujarat,SURAT,Training,90.0,42.6
826,6/27/2021,Andhra Pradesh,Hyderabad,Services,3.3,89.4
827,1/24/2021,Andhra Pradesh,Hyderabad,Accounting,7.7,13.2
828,11/16/2020,Andhra Pradesh,Hyderabad,Accounting,45.0,95.6
829,5/8/2021,Gujarat,SURAT,Legal,20.5,65.1
830,11/4/2020,Andhra Pradesh,Hyderabad,Research and Development,94.9,22.9
831,1/10/2021,Gujarat,SURAT,Legal,88.5,62.0
832,5/19/2021,Andhra Pradesh,Hyderabad,Marketing,29.0,30.4
833,2/19/2021,Andhra Pradesh,Hyderabad,Product Management,77.2,24.9
834,12/25/2020,Andhra Pradesh,Hyderabad,Support,71.0,61.5
835,5/30/2021,Andhra Pradesh,Hyderabad,Legal,75.3,18.6
836,3/7/2021,Gujarat,SURAT,Product Management,77.9,38.0
837,7/21/2021,Andhra Pradesh,Hyderabad,Product Management,98.2,33.0
838,6/1/2021,Gujarat,SURAT,Human Resources,5.9,17.8
839,1/31/2021,Andhra Pradesh,Hyderabad,Training,10.7,77.9
840,6/25/2021,Gujarat,SURAT,Support,39.6,22.1
841,11/16/2020,Gujarat,SURAT,Product Management,59.3,94.0
842,6/12/2021,Gujarat,SURAT,Support,48.1,7.4
843,12/3/2020,Gujarat,SURAT,Research and Development,50.6,26.4
844,11/19/2020,Andhra Pradesh,Hyderabad,Sales,78.7,48.2
845,3/21/2021,Gujarat,SURAT,Legal,98.4,19.7
846,2/7/2021,Andhra Pradesh,Hyderabad,Support,58.0,76.0
847,8/4/2021,Andhra Pradesh,Hyderabad,Marketing,83.7,44.1
848,6/7/2021,Gujarat,SURAT,Training,42.0,45.1
849,5/19/2021,Andhra Pradesh,Hyderabad,Marketing,50.1,90.9
850,2/6/2021,Andhra Pradesh,Hyderabad,Accounting,87.9,41.8
851,8/25/2021,Gujarat,SURAT,Accounting,39.5,38.9
852,2/9/2021,Gujarat,SURAT,Legal,82.0,84.7
853,5/5/2021,Andhra Pradesh,Hyderabad,Services,12.8,75.9
854,9/29/2020,Andhra Pradesh,Hyderabad,Product Management,17.4,17.3
855,4/9/2021,Andhra Pradesh,Hyderabad,Engineering,3.6,82.8
856,10/29/2020,Gujarat,SURAT,Business Development,32.7,51.6
857,8/25/2021,Andhra Pradesh,Hyderabad,Legal,52.8,31.7
858,1/10/2021,Gujarat,SURAT,Engineering,77.7,49.1
859,11/1/2020,Andhra Pradesh,Hyderabad,Human Resources,24.8,55.5
860,7/6/2021,Gujarat,SURAT,Product Management,90.4,31.9
861,2/16/2021,Gujarat,SURAT,Research and Development,67.9,79.0
862,9/20/2020,Andhra Pradesh,Hyderabad,Human Resources,93.6,97.6
863,1/29/2021,Andhra Pradesh,Hyderabad,Services,44.4,61.2
864,8/12/2021,Andhra Pradesh,Hyderabad,Marketing,46.9,46.3
865,2/17/2021,Gujarat,SURAT,Product Management,61.7,97.3
866,9/17/2021,Gujarat,SURAT,Business Development,82.1,4.0
867,1/2/2021,Gujarat,SURAT,Services,34.4,55.4
868,3/31/2021,Andhra Pradesh,Hyderabad,Training,86.2,24.4
869,10/21/2020,Gujarat,SURAT,Services,84.4,32.2
870,11/3/2020,Gujarat,SURAT,Support,43.2,10.4
871,12/18/2020,Gujarat,SURAT,Product Management,42.6,22.6
872,3/17/2021,Andhra Pradesh,Hyderabad,Product Management,70.9,61.4
873,6/29/2021,Gujarat,SURAT,Human Resources,36.7,28.1
874,2/5/2021,Gujarat,SURAT,Training,49.3,39.7
875,10/13/2020,Andhra Pradesh,Hyderabad,Product Management,29.6,81.2
876,5/31/2021,Andhra Pradesh,Hyderabad,Product Management,17.9,4.5
877,8/26/2021,Gujarat,SURAT,Product Management,96.3,95.8
878,9/21/2020,Gujarat,SURAT,Sales,29.5,91.1
879,11/16/2020,Gujarat,SURAT,Business Development,70.2,62.1
880,12/20/2020,Andhra Pradesh,Hyderabad,Research and Development,53.1,41.0
881,7/22/2021,Andhra Pradesh,Hyderabad,Engineering,96.6,79.4
882,9/27/2020,Gujarat,SURAT,Engineering,48.9,35.5
883,5/6/2021,Gujarat,SURAT,Support,69.5,27.6
884,11/19/2020,Gujarat,SURAT,Accounting,44.5,23.3
885,8/8/2021,Andhra Pradesh,Hyderabad,Legal,62.4,93.4
886,6/26/2021,Gujarat,SURAT,Business Development,41.8,98.9
887,12/8/2020,Andhra Pradesh,Hyderabad,Human Resources,52.7,77.3
888,3/4/2021,Gujarat,SURAT,Marketing,57.1,9.9
889,9/23/2020,Andhra Pradesh,Hyderabad,Legal,44.0,47.3
890,8/31/2021,Andhra Pradesh,Hyderabad,Product Management,85.3,4.0
891,6/2/2021,Gujarat,SURAT,Marketing,23.7,17.0
892,10/25/2020,Andhra Pradesh,Hyderabad,Services,85.3,99.2
893,3/25/2021,Andhra Pradesh,Hyderabad,Support,23.3,54.1
894,5/28/2021,Andhra Pradesh,Hyderabad,Sales,50.7,74.5
895,3/19/2021,Andhra Pradesh,Hyderabad,Product Management,61.9,23.1
896,12/26/2020,Gujarat,SURAT,Business Development,63.4,80.8
897,1/7/2021,Gujarat,SURAT,Research and Development,96.7,93.6
898,12/23/2020,Andhra Pradesh,Hyderabad,Services,38.1,66.6
899,2/12/2021,Andhra Pradesh,Hyderabad,Sales,21.2,64.4
900,2/21/2021,Gujarat,SURAT,Business Development,59.3,80.8
901,9/1/2021,Gujarat,SURAT,Marketing,93.9,84.3
902,10/13/2020,Andhra Pradesh,Hyderabad,Support,20.2,35.9
903,11/6/2020,Andhra Pradesh,Hyderabad,Support,74.4,83.8
904,4/24/2021,Andhra Pradesh,Hyderabad,Product Management,50.9,80.1
905,6/8/2021,Andhra Pradesh,Hyderabad,Human Resources,29.1,27.2
906,7/28/2021,Andhra Pradesh,Hyderabad,Business Development,60.0,55.4
907,4/18/2021,Gujarat,SURAT,Legal,29.0,85.0
908,11/17/2020,Andhra Pradesh,Hyderabad,Legal,22.2,43.8
909,1/30/2021,Gujarat,SURAT,Support,15.0,87.4
910,2/12/2021,Andhra Pradesh,Hyderabad,Services,21.8,63.9
911,7/20/2021,Andhra Pradesh,Hyderabad,Engineering,57.2,66.0
912,11/2/2020,Andhra Pradesh,Hyderabad,Research and Development,72.4,96.7
913,7/5/2021,Andhra Pradesh,Hyderabad,Accounting,73.8,13.2
914,4/24/2021,Andhra Pradesh,Hyderabad,Marketing,69.4,27.0
915,7/16/2021,Gujarat,SURAT,Marketing,75.5,87.3
916,3/7/2021,Gujarat,SURAT,Services,54.7,1.7
917,5/17/2021,Gujarat,SURAT,Engineering,50.9,55.9
918,10/13/2020,Andhra Pradesh,Hyderabad,Engineering,97.2,8.7
919,11/23/2020,Gujarat,SURAT,Human Resources,30.3,27.2
920,5/22/2021,Andhra Pradesh,Hyderabad,Training,24.0,18.0
921,1/29/2021,Gujarat,SURAT,Legal,24.4,73.5
922,9/5/2021,Andhra Pradesh,Hyderabad,Marketing,71.6,64.7
923,6/6/2021,Andhra Pradesh,Hyderabad,Human Resources,51.7,62.9
924,5/15/2021,Andhra Pradesh,Hyderabad,Accounting,87.2,11.9
925,9/22/2020,Gujarat,SURAT,Sales,4.6,90.6
926,1/9/2021,Gujarat,SURAT,Legal,17.8,91.8
927,6/1/2021,Andhra Pradesh,Hyderabad,Legal,32.7,39.5
928,2/26/2021,Andhra Pradesh,Hyderabad,Accounting,66.0,42.5
929,2/19/2021,Gujarat,SURAT,Engineering,87.1,23.0
930,1/23/2021,Andhra Pradesh,Hyderabad,Support,8.0,30.9
931,11/6/2020,Gujarat,SURAT,Human Resources,2.2,87.0
932,12/3/2020,Gujarat,SURAT,Business Development,2.1,54.2
933,12/13/2020,Gujarat,SURAT,Human Resources,32.3,37.6
934,2/18/2021,Gujarat,SURAT,Human Resources,22.6,54.7
935,4/23/2021,Gujarat,SURAT,Human Resources,73.0,63.1
936,2/6/2021,Gujarat,SURAT,Human Resources,1.8,65.4
937,11/30/2020,Andhra Pradesh,Hyderabad,Business Development,45.4,24.5
938,11/21/2020,Andhra Pradesh,Hyderabad,Training,2.8,27.2
939,2/25/2021,Gujarat,SURAT,Legal,72.7,26.5
940,9/14/2021,Andhra Pradesh,Hyderabad,Sales,72.2,19.9
941,11/4/2020,Gujarat,SURAT,Product Management,22.0,66.0
942,9/2/2021,Gujarat,SURAT,Training,74.9,75.5
943,8/18/2021,Gujarat,SURAT,Services,9.3,12.8
944,7/19/2021,Andhra Pradesh,Hyderabad,Services,44.6,23.8
945,4/6/2021,Gujarat,SURAT,Product Management,82.7,68.2
946,10/28/2020,Gujarat,SURAT,Business Development,61.3,35.3
947,6/16/2021,Andhra Pradesh,Hyderabad,Research and Development,32.6,28.2
948,10/8/2020,Gujarat,SURAT,Engineering,20.9,16.0
949,6/11/2021,Gujarat,SURAT,Services,81.8,64.8
950,5/13/2021,Gujarat,SURAT,Business Development,48.3,38.9
951,8/8/2021,Gujarat,SURAT,Business Development,54.2,40.6
952,7/9/2021,Andhra Pradesh,Hyderabad,Training,21.6,43.6
953,2/25/2021,Andhra Pradesh,Hyderabad,Accounting,22.6,94.0
954,1/29/2021,Gujarat,SURAT,Product Management,54.5,66.2
955,9/3/2021,Gujarat,SURAT,Marketing,38.5,44.4
956,6/18/2021,Gujarat,SURAT,Training,92.6,68.9
957,8/25/2021,Andhra Pradesh,Hyderabad,Support,19.9,47.4
958,4/19/2021,Andhra Pradesh,Hyderabad,Product Management,86.3,55.4
959,7/11/2021,Gujarat,SURAT,Product Management,78.8,22.9
960,10/3/2020,Andhra Pradesh,Hyderabad,Product Management,8.5,32.9
961,1/31/2021,Andhra Pradesh,Hyderabad,Services,18.8,3.6
962,5/25/2021,Gujarat,SURAT,Training,93.7,54.0
963,2/2/2021,Gujarat,SURAT,Product Management,77.1,35.7
964,6/18/2021,Gujarat,SURAT,Services,63.7,1.2
965,3/10/2021,Andhra Pradesh,Hyderabad,Business Development,63.5,96.7
966,5/28/2021,Andhra Pradesh,Hyderabad,Human Resources,30.1,82.8
967,3/4/2021,Gujarat,SURAT,Product Management,4.1,31.5
968,4/1/2021,Andhra Pradesh,Hyderabad,Marketing,82.4,87.0
969,1/23/2021,Gujarat,SURAT,Business Development,11.3,36.8
970,12/29/2020,Gujarat,SURAT,Services,43.4,4.8
971,10/13/2020,Gujarat,SURAT,Business Development,31.1,37.1
972,10/28/2020,Gujarat,SURAT,Human Resources,95.3,25.2
973,8/23/2021,Andhra Pradesh,Hyderabad,Marketing,39.2,88.6
974,1/12/2021,Gujarat,SURAT,Business Development,54.8,20.8
975,4/15/2021,Andhra Pradesh,Hyderabad,Services,83.8,84.6
976,5/13/2021,Gujarat,SURAT,Research and Development,15.6,46.0
977,11/25/2020,Gujarat,SURAT,Research and Development,38.8,45.7
978,8/7/2021,Andhra Pradesh,Hyderabad,Sales,52.4,58.3
979,3/13/2021,Andhra Pradesh,Hyderabad,Legal,65.1,99.4
980,10/10/2020,Andhra Pradesh,Hyderabad,Accounting,89.3,86.1
981,10/8/2020,Andhra Pradesh,Hyderabad,Legal,27.4,54.6
982,4/29/2021,Gujarat,SURAT,Accounting,22.7,76.8
983,4/11/2021,Andhra Pradesh,Hyderabad,Training,80.3,22.6
984,1/18/2021,Gujarat,SURAT,Legal,69.5,7.6
985,10/2/2020,Andhra Pradesh,Hyderabad,Support,92.7,80.2
986,1/29/2021,Andhra Pradesh,Hyderabad,Engineering,39.7,81.2
987,1/29/2021,Andhra Pradesh,Hyderabad,Sales,87.0,24.0
988,10/17/2020,Gujarat,SURAT,Product Management,63.1,3.8
989,1/24/2021,Gujarat,SURAT,Human Resources,38.9,42.2
990,4/13/2021,Andhra Pradesh,Hyderabad,Engineering,40.8,32.5
991,8/26/2021,Andhra Pradesh,Hyderabad,Legal,29.2,83.4
992,3/10/2021,Gujarat,SURAT,Services,6.5,22.3
993,1/26/2021,Andhra Pradesh,Hyderabad,Support,25.1,84.4
994,10/28/2020,Gujarat,SURAT,Product Management,58.7,88.2
995,9/28/2020,Gujarat,SURAT,Accounting,41.4,34.2
996,2/1/2021,Andhra Pradesh,Hyderabad,Marketing,50.6,60.9
997,1/5/2021,Gujarat,SURAT,Services,73.2,43.6
998,12/30/2020,Andhra Pradesh,Hyderabad,Accounting,27.9,85.5
999,6/4/2021,Gujarat,SURAT,Engineering,37.1,36.1
1000,11/30/2020,Gujarat,SURAT,Training,43.0,41.3
